L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.43606,0.659148,0.658111,0.621196,0.745565,0.970266,0.964843,0.92105,0.596303,0.57237,0.619668,0.679653,0.438527,0.440001,0.391606,0.344469,0.079103,0.051979,0.060775,0.041107,0.084418,0.088435,0.0984,0.067647
0.432931,0.655994,0.654963,0.618022,0.752516,0.977113,0.971748,0.928638,0.596306,0.572385,0.619673,0.679667,0.437565,0.440004,0.391578,0.344272,0.079154,0.051944,0.060725,0.041089,0.083405,0.090687,0.100535,0.069142
0.429802,0.652842,0.651813,0.614847,0.759206,0.983653,0.978387,0.935989,0.596311,0.572405,0.619677,0.679682,0.436562,0.440129,0.391668,0.344166,0.079211,0.051907,0.06067,0.041068,0.082517,0.092966,0.102694,0.070688
0.426674,0.649693,0.648661,0.611674,0.76562,0.989873,0.984747,0.943088,0.596318,0.572428,0.619681,0.679698,0.435515,0.44037,0.391869,0.344142,0.079274,0.051868,0.060611,0.041045,0.081741,0.095254,0.104863,0.072271
0.423547,0.646546,0.645508,0.608501,0.771743,0.995764,0.990817,0.949916,0.596328,0.572454,0.619685,0.679716,0.434424,0.440717,0.39217,0.344194,0.079343,0.051828,0.060548,0.04102,0.081064,0.097529,0.107024,0.073877
0.420423,0.643403,0.642354,0.60533,0.777563,1.001315,0.996584,0.956455,0.596339,0.572482,0.61969,0.679735,0.433294,0.441159,0.392562,0.344311,0.079417,0.051786,0.060481,0.040992,0.080476,0.099772,0.109158,0.075493
0.4173,0.640263,0.639202,0.602162,0.783064,1.006518,1.002036,0.962685,0.596352,0.57251,0.619695,0.679755,0.432132,0.441683,0.393032,0.344485,0.079497,0.051742,0.060412,0.040963,0.079962,0.101959,0.111248,0.077102
0.41418,0.637128,0.636053,0.598996,0.788234,1.011367,1.007161,0.968585,0.596364,0.572537,0.6197,0.679776,0.43095,0.442274,0.393567,0.344706,0.079583,0.051698,0.060343,0.040932,0.079511,0.10407,0.113272,0.078686
0.411062,0.633997,0.632909,0.595832,0.79306,1.015854,1.011947,0.974133,0.596375,0.572564,0.619706,0.679797,0.429763,0.442917,0.39415,0.344964,0.079675,0.051651,0.060275,0.0409,0.079111,0.106081,0.115211,0.080226
0.407949,0.63087,0.629769,0.592671,0.797529,1.019976,1.016382,0.979308,0.596382,0.572588,0.619711,0.679817,0.428587,0.443596,0.394767,0.345252,0.079773,0.051604,0.060207,0.040868,0.078751,0.107973,0.117044,0.081701
0.404839,0.627748,0.626635,0.589512,0.801632,1.023729,1.020455,0.984088,0.596386,0.572609,0.619715,0.679836,0.427445,0.444293,0.395401,0.34556,0.079877,0.051555,0.06014,0.040835,0.078419,0.109724,0.118749,0.083087
0.401733,0.624631,0.623506,0.586356,0.805357,1.027111,1.024158,0.988454,0.596384,0.572627,0.619718,0.679853,0.426359,0.444993,0.396036,0.345882,0.079988,0.051504,0.060073,0.040804,0.078105,0.111315,0.120306,0.084361
0.398633,0.621518,0.620382,0.583201,0.808698,1.030119,1.02748,0.992388,0.596375,0.572642,0.619719,0.679867,0.425353,0.445678,0.396658,0.34621,0.080106,0.051451,0.060005,0.040773,0.0778,0.112729,0.121694,0.085499
0.395539,0.618412,0.617263,0.580048,0.811645,1.032755,1.030414,0.995872,0.596358,0.572655,0.619719,0.679877,0.424449,0.446334,0.397252,0.346539,0.080233,0.051396,0.059936,0.040744,0.077494,0.11395,0.122894,0.086477
0.392451,0.615311,0.614149,0.576896,0.814194,1.03502,1.032954,0.998894,0.596331,0.572666,0.619718,0.679884,0.423668,0.446949,0.397805,0.346863,0.080368,0.05134,0.059865,0.040716,0.077181,0.114963,0.123888,0.087274
0.389371,0.612219,0.611041,0.573746,0.81634,1.036915,1.035097,1.001445,0.596294,0.572676,0.619716,0.679888,0.423028,0.447513,0.398308,0.347179,0.080513,0.051283,0.059793,0.040689,0.076854,0.115756,0.12466,0.08787
0.386299,0.609136,0.607939,0.570598,0.818079,1.038445,1.036841,1.003518,0.596247,0.572686,0.619713,0.679887,0.422539,0.448019,0.398756,0.347483,0.080671,0.051226,0.059721,0.040665,0.076508,0.116317,0.125197,0.088252
0.383236,0.606063,0.604843,0.567453,0.819411,1.039614,1.038187,1.005112,0.596188,0.572698,0.619711,0.679884,0.42221,0.448463,0.399144,0.347776,0.080842,0.05117,0.059647,0.040642,0.07614,0.116638,0.125489,0.088407
0.380183,0.603001,0.601754,0.564309,0.820339,1.040428,1.03914,1.00623,0.596118,0.572713,0.61971,0.679877,0.422043,0.448846,0.399473,0.348055,0.081029,0.051116,0.059573,0.040621,0.075747,0.116712,0.125528,0.08833
0.377142,0.599951,0.598673,0.561167,0.820868,1.040894,1.039706,1.006883,0.596036,0.572731,0.619712,0.679868,0.422034,0.449169,0.399749,0.348324,0.081233,0.051064,0.059498,0.040601,0.075328,0.116535,0.12531,0.088018
0.374112,0.596912,0.595598,0.558028,0.821009,1.041023,1.039897,1.007082,0.595943,0.572752,0.619715,0.679857,0.422176,0.449439,0.399977,0.348583,0.081459,0.051016,0.059421,0.040584,0.074884,0.116104,0.124837,0.087477
0.371093,0.593882,0.59253,0.55489,0.820773,1.040826,1.039728,1.006849,0.595838,0.572776,0.619722,0.679843,0.422457,0.449665,0.400167,0.348838,0.081708,0.05097,0.059344,0.040568,0.074418,0.115422,0.124114,0.086714
0.368088,0.59086,0.589469,0.551754,0.820179,1.040319,1.039219,1.006209,0.595722,0.5728,0.619731,0.679827,0.42286,0.449855,0.400333,0.349092,0.081985,0.050928,0.059266,0.040553,0.073934,0.114494,0.123149,0.085742
0.365096,0.587844,0.586415,0.548621,0.819249,1.03952,1.038392,1.00519,0.595597,0.572825,0.619742,0.679808,0.423368,0.450023,0.400487,0.34935,0.082293,0.050889,0.05919,0.040539,0.073438,0.113328,0.121954,0.08458
0.362118,0.584835,0.58337,0.545488,0.818009,1.038449,1.037273,1.003829,0.595463,0.57285,0.619756,0.679788,0.42396,0.45018,0.400643,0.349614,0.082636,0.050853,0.059115,0.040526,0.072939,0.111934,0.120545,0.083249
0.359154,0.581831,0.580332,0.542358,0.816489,1.037131,1.035894,1.002165,0.595324,0.572873,0.619772,0.679765,0.424614,0.450339,0.400814,0.34989,0.083018,0.05082,0.059044,0.040514,0.072447,0.110327,0.118939,0.08177
0.356204,0.57883,0.577302,0.539229,0.814723,1.035594,1.034289,1.000241,0.59518,0.572896,0.619791,0.679739,0.42531,0.450511,0.401013,0.350182,0.083444,0.050791,0.058976,0.040504,0.071975,0.108523,0.117157,0.080168
0.353269,0.575834,0.574279,0.536103,0.812748,1.033867,1.032495,0.998102,0.595036,0.572917,0.619811,0.679711,0.426027,0.450707,0.401249,0.350493,0.083919,0.050764,0.058911,0.040495,0.071536,0.106541,0.11522,0.078464
0.35035,0.57284,0.571261,0.532979,0.810603,1.031984,1.030553,0.995794,0.594893,0.572938,0.619832,0.679681,0.426743,0.450934,0.401529,0.350827,0.084447,0.05074,0.05885,0.040489,0.071144,0.104399,0.113148,0.076682
0.347446,0.569847,0.568249,0.529858,0.808328,1.029976,1.028502,0.993365,0.594755,0.572958,0.619855,0.67965,0.42744,0.451199,0.401859,0.351184,0.085032,0.05072,0.058794,0.040486,0.070815,0.10212,0.110965,0.074841
0.344559,0.566855,0.565242,0.52674,0.805961,1.027877,1.026381,0.990857,0.594625,0.572978,0.619878,0.679619,0.428101,0.451505,0.402237,0.351564,0.08568,0.050702,0.058744,0.040486,0.070559,0.099727,0.108691,0.07296
0.341688,0.563862,0.56224,0.523627,0.803537,1.025716,1.024225,0.988309,0.594505,0.572998,0.619902,0.679587,0.428712,0.451851,0.402662,0.351965,0.086393,0.050688,0.058701,0.040489,0.070386,0.097242,0.106346,0.071053
0.338836,0.560869,0.559243,0.520518,0.801088,1.023519,1.022063,0.985754,0.594399,0.573019,0.619927,0.679557,0.429261,0.452234,0.403126,0.352385,0.087176,0.050677,0.058666,0.040497,0.070303,0.094689,0.10395,0.069134
0.336002,0.557876,0.556252,0.517414,0.798636,1.021305,1.019918,0.983215,0.594308,0.57304,0.619952,0.679529,0.429741,0.452647,0.403621,0.352816,0.088032,0.050669,0.058641,0.040511,0.070311,0.092089,0.101517,0.067213
0.333189,0.554882,0.553265,0.514317,0.796199,1.019088,1.017803,0.980707,0.594234,0.573062,0.619979,0.679502,0.430146,0.453083,0.404135,0.353252,0.088963,0.050666,0.058624,0.04053,0.070408,0.089464,0.099064,0.065298
0.330398,0.551889,0.550284,0.511226,0.793786,1.016876,1.015724,0.978235,0.594176,0.573086,0.620007,0.679479,0.430476,0.45353,0.404655,0.353683,0.089974,0.050666,0.058614,0.040555,0.070588,0.086833,0.096603,0.0634
0.327633,0.548897,0.547306,0.508142,0.791401,1.014671,1.013678,0.9758,0.594136,0.573111,0.620037,0.679458,0.430735,0.453978,0.405169,0.3541,0.091064,0.050671,0.058611,0.040587,0.070841,0.084216,0.09415,0.061528
0.324894,0.545906,0.544333,0.505066,0.789043,1.012471,1.01166,0.973393,0.594111,0.573137,0.620069,0.67944,0.430928,0.454413,0.405663,0.354492,0.092237,0.05068,0.058613,0.040627,0.071157,0.081632,0.09172,0.059695
0.322185,0.542919,0.541363,0.501997,0.786707,1.010273,1.009656,0.971004,0.594103,0.573165,0.620103,0.679424,0.431063,0.454825,0.406126,0.354847,0.093493,0.050693,0.058619,0.040676,0.071523,0.0791,0.089329,0.057916
0.319509,0.539935,0.538398,0.498936,0.784382,1.008069,1.007654,0.968621,0.59411,0.573194,0.62014,0.679411,0.431148,0.455203,0.406546,0.355156,0.094833,0.050711,0.058628,0.040734,0.071924,0.07664,0.086993,0.056207
0.316868,0.536956,0.535438,0.495883,0.782059,1.005852,1.005638,0.966232,0.594131,0.573224,0.620179,0.679401,0.431192,0.45554,0.406918,0.355411,0.096259,0.050734,0.058639,0.040801,0.072349,0.07427,0.084732,0.054585
0.314267,0.533981,0.532481,0.492839,0.779724,1.003614,1.003595,0.963824,0.594165,0.573256,0.62022,0.679391,0.431202,0.455832,0.407237,0.355607,0.097772,0.05076,0.05865,0.040879,0.072782,0.072009,0.082561,0.053067
0.311709,0.531011,0.52953,0.489803,0.777366,1.001348,1.001511,0.961388,0.59421,0.573288,0.620263,0.679383,0.431185,0.456079,0.407504,0.355742,0.099374,0.05079,0.058661,0.040967,0.073213,0.069871,0.080497,0.05167
0.309198,0.528046,0.526584,0.486775,0.774972,0.999046,0.999374,0.958916,0.594265,0.573321,0.620307,0.679375,0.431146,0.456285,0.407723,0.35582,0.101067,0.050823,0.058671,0.041067,0.073631,0.067873,0.078556,0.050406
0.306739,0.525088,0.523644,0.483755,0.772534,0.9967,0.997174,0.9564,0.594329,0.573354,0.620352,0.679366,0.43109,0.456454,0.407901,0.355844,0.102854,0.05086,0.058678,0.041178,0.074025,0.066025,0.076752,0.049285
0.304338,0.522136,0.52071,0.480743,0.770043,0.994304,0.994906,0.953836,0.594399,0.573387,0.620398,0.679356,0.431021,0.456595,0.408047,0.355823,0.104739,0.050899,0.058681,0.041303,0.074388,0.064338,0.075096,0.048314
0.302002,0.51919,0.517783,0.477739,0.767494,0.991853,0.992563,0.95122,0.594473,0.573419,0.620442,0.679343,0.430942,0.456712,0.408166,0.355767,0.106725,0.050939,0.05868,0.041441,0.074716,0.062816,0.073596,0.047492
0.299736,0.516253,0.514864,0.474743,0.764883,0.989344,0.990143,0.948552,0.59455,0.573449,0.620484,0.679327,0.430856,0.456814,0.408267,0.355683,0.108818,0.050981,0.058673,0.041594,0.075005,0.061462,0.072255,0.046814
0.29755,0.513323,0.511955,0.471755,0.762211,0.986776,0.987647,0.94583,0.594626,0.573477,0.620524,0.679308,0.430765,0.456902,0.408351,0.355581,0.111022,0.051024,0.058659,0.041764,0.075254,0.060274,0.071072,0.046268
0.295452,0.510405,0.509056,0.468776,0.759478,0.984149,0.985076,0.943056,0.594699,0.5735,0.620559,0.679284,0.43067,0.456978,0.408421,0.355467,0.113344,0.051068,0.058638,0.041954,0.075464,0.059244,0.070042,0.04584
0.293452,0.507499,0.506171,0.465804,0.756686,0.981464,0.982435,0.940232,0.594766,0.573518,0.620589,0.679255,0.430573,0.457042,0.408477,0.355346,0.115789,0.051113,0.058609,0.042165,0.075638,0.058364,0.069156,0.045513
0.29156,0.504607,0.503301,0.462843,0.753841,0.978725,0.979728,0.937363,0.594824,0.573527,0.620611,0.679221,0.430475,0.457094,0.408517,0.355221,0.118365,0.051159,0.058575,0.0424,0.075777,0.057623,0.068401,0.045271
0.289788,0.501734,0.50045,0.459892,0.750947,0.975935,0.97696,0.934451,0.594869,0.573528,0.620625,0.679181,0.430376,0.457133,0.408542,0.355096,0.121076,0.051206,0.058535,0.042665,0.075886,0.057006,0.067764,0.045099
0.288147,0.498883,0.497621,0.456954,0.748008,0.973098,0.974138,0.931501,0.594898,0.573518,0.620628,0.679134,0.430276,0.457159,0.408553,0.354972,0.12393,0.051255,0.058494,0.042964,0.075969,0.056498,0.06723,0.04498
0.286648,0.496057,0.494821,0.454033,0.745031,0.970219,0.971267,0.928518,0.594907,0.573498,0.620621,0.679081,0.430177,0.457173,0.40855,0.354852,0.126932,0.051306,0.058453,0.043301,0.076028,0.056084,0.066786,0.044902
0.285304,0.493261,0.492054,0.451131,0.742023,0.967305,0.968356,0.925507,0.594893,0.573466,0.620601,0.679019,0.430079,0.457175,0.408536,0.354735,0.130085,0.051362,0.058419,0.043684,0.076068,0.05575,0.066416,0.044854
0.284128,0.4905,0.489328,0.448254,0.738988,0.96436,0.965409,0.922472,0.594853,0.573423,0.620571,0.67895,0.429983,0.457169,0.408513,0.354623,0.133394,0.051424,0.058397,0.044118,0.076093,0.055481,0.066108,0.044827
0.28313,0.487777,0.486648,0.445408,0.735932,0.961392,0.962434,0.919419,0.594784,0.573368,0.62053,0.678872,0.429892,0.457156,0.408482,0.354518,0.136862,0.051494,0.058391,0.044612,0.076104,0.055264,0.065848,0.044812
0.282322,0.485098,0.484019,0.442599,0.732862,0.958405,0.959437,0.91635,0.594684,0.573303,0.620479,0.678786,0.429807,0.457137,0.408447,0.354419,0.14049,0.051578,0.058408,0.045173,0.076105,0.055088,0.065626,0.044804
0.281714,0.482468,0.481448,0.439836,0.729782,0.955406,0.956423,0.913272,0.59455,0.573228,0.620421,0.67869,0.429732,0.457115,0.40841,0.354329,0.144278,0.051678,0.058454,0.045811,0.076099,0.054943,0.065433,0.044798
0.281318,0.479891,0.478937,0.437125,0.726696,0.952399,0.953397,0.910186,0.594381,0.573143,0.620355,0.678586,0.429668,0.457093,0.408372,0.354248,0.148227,0.051802,0.058536,0.046534,0.076087,0.05482,0.06526,0.044793
0.281141,0.477373,0.47649,0.434472,0.723609,0.949388,0.950365,0.907096,0.594176,0.57305,0.620283,0.678472,0.429617,0.457071,0.408336,0.354176,0.152332,0.051957,0.05866,0.04735,0.076072,0.054712,0.065101,0.044785
0.281192,0.474918,0.474111,0.431884,0.720522,0.946376,0.947329,0.904004,0.593931,0.57295,0.620206,0.678347,0.429581,0.457052,0.408303,0.354114,0.156592,0.052151,0.058836,0.048268,0.076054,0.054611,0.064951,0.044775
0.281476,0.47253,0.471802,0.429365,0.717439,0.943365,0.944293,0.900912,0.593647,0.572845,0.620124,0.678211,0.429562,0.457036,0.408276,0.354062,0.161002,0.052392,0.059071,0.049296,0.076034,0.054513,0.064805,0.044761
0.281999,0.470215,0.469564,0.426918,0.714361,0.940357,0.941259,0.897821,0.593322,0.572734,0.620039,0.67806,0.42956,0.457024,0.408256,0.354022,0.165555,0.052691,0.059374,0.050441,0.076013,0.054415,0.064661,0.044744
0.282764,0.467975,0.467401,0.424545,0.711288,0.937353,0.938228,0.894732,0.592956,0.572621,0.61995,0.677893,0.429576,0.457018,0.408243,0.353991,0.170246,0.053059,0.059755,0.051711,0.075991,0.054314,0.064516,0.044724
0.283772,0.465817,0.465314,0.422251,0.708221,0.934353,0.935201,0.891645,0.592547,0.572506,0.619858,0.677707,0.429608,0.457017,0.408238,0.353971,0.175067,0.053506,0.060221,0.053109,0.075969,0.054209,0.06437,0.044702
0.285024,0.463745,0.463305,0.420035,0.70516,0.931358,0.932178,0.88856,0.592096,0.572391,0.619761,0.677498,0.429657,0.457022,0.408241,0.35396,0.18001,0.054043,0.06078,0.054643,0.075946,0.054101,0.064222,0.044676
0.286519,0.461765,0.461378,0.417901,0.702104,0.928366,0.929158,0.885477,0.5916,0.572278,0.61966,0.677264,0.429719,0.457031,0.408251,0.353956,0.185065,0.054679,0.06144,0.056313,0.075924,0.05399,0.064073,0.044648
0.288254,0.459883,0.459539,0.415851,0.699052,0.925377,0.92614,0.882396,0.59106,0.57217,0.619553,0.677002,0.429793,0.457045,0.408266,0.353959,0.190221,0.055424,0.062207,0.058124,0.075902,0.053877,0.063923,0.044618
0.290225,0.458107,0.457796,0.413888,0.696003,0.92239,0.923123,0.879317,0.590471,0.572067,0.619441,0.676708,0.429875,0.457061,0.408285,0.353966,0.195466,0.056284,0.063089,0.060077,0.075881,0.053764,0.063773,0.044586
0.292424,0.456443,0.456158,0.412017,0.692957,0.919401,0.920107,0.876238,0.58983,0.571972,0.619326,0.67638,0.429962,0.457079,0.408307,0.353975,0.200786,0.057263,0.064091,0.06217,0.07586,0.053651,0.063625,0.044551
0.294846,0.4549,0.454637,0.410245,0.689912,0.916411,0.917088,0.873159,0.589135,0.571885,0.619209,0.676017,0.430053,0.457096,0.408328,0.353983,0.206164,0.058362,0.065219,0.064404,0.07584,0.053541,0.063479,0.044515
0.29748,0.453486,0.45325,0.408578,0.686868,0.913416,0.914067,0.87008,0.58838,0.571807,0.619092,0.675618,0.430143,0.457111,0.408348,0.35399,0.211582,0.059582,0.066476,0.066774,0.075822,0.053434,0.063337,0.044478
0.300315,0.452213,0.45201,0.407027,0.683821,0.910416,0.911042,0.867,0.587562,0.571738,0.618977,0.67518,0.430229,0.457124,0.408366,0.353993,0.217019,0.060918,0.067864,0.069276,0.075805,0.053331,0.063198,0.044438
0.303339,0.451091,0.450932,0.405602,0.680772,0.907409,0.908013,0.863918,0.586675,0.571679,0.618867,0.674705,0.43031,0.457133,0.40838,0.353991,0.222451,0.062364,0.069382,0.071902,0.07579,0.053233,0.063064,0.044396
0.306536,0.450135,0.45003,0.404317,0.677719,0.904394,0.904977,0.860833,0.585716,0.571629,0.618764,0.674192,0.430382,0.457138,0.408388,0.353983,0.227853,0.063913,0.071024,0.074645,0.075778,0.053142,0.062935,0.044353
0.309888,0.44936,0.449318,0.403189,0.674662,0.901371,0.901935,0.857744,0.584679,0.571587,0.618668,0.673645,0.430444,0.457138,0.408391,0.353969,0.233196,0.065555,0.072784,0.077494,0.075769,0.053056,0.062811,0.044308
0.313378,0.448785,0.448812,0.402237,0.671599,0.898338,0.898885,0.854651,0.583561,0.571555,0.618581,0.673068,0.430496,0.457132,0.408387,0.353947,0.23845,0.067281,0.074653,0.080437,0.075763,0.052977,0.062693,0.044262
0.316983,0.448427,0.448528,0.401486,0.668531,0.895295,0.895827,0.851554,0.58236,0.57153,0.618501,0.672465,0.430536,0.457122,0.408376,0.353919,0.243585,0.069079,0.07662,0.08346,0.075761,0.052905,0.062582,0.044215
0.320683,0.448311,0.448482,0.400959,0.665457,0.892243,0.892761,0.848453,0.581077,0.571512,0.618429,0.671843,0.430566,0.457106,0.408358,0.353885,0.24857,0.070939,0.078675,0.086548,0.075763,0.052838,0.062477,0.044169
0.324455,0.448457,0.448693,0.400685,0.662376,0.88918,0.889688,0.845347,0.579713,0.571497,0.618361,0.671209,0.430585,0.457086,0.408335,0.353846,0.253373,0.072851,0.080804,0.089685,0.075769,0.052777,0.062378,0.044122
0.328276,0.448889,0.449177,0.400694,0.659289,0.886109,0.886606,0.842237,0.578274,0.571485,0.618294,0.670569,0.430596,0.457063,0.408308,0.353803,0.257967,0.074806,0.082996,0.092851,0.075779,0.052719,0.062285,0.044076
0.332123,0.449631,0.449953,0.401015,0.656194,0.883028,0.883518,0.839124,0.576768,0.571469,0.618223,0.66993,0.430598,0.457037,0.408278,0.353759,0.262323,0.076795,0.085235,0.096027,0.075795,0.052665,0.062199,0.044032
0.335978,0.450703,0.451035,0.401676,0.653092,0.879938,0.880423,0.836007,0.575207,0.571446,0.618139,0.669297,0.430593,0.457011,0.408247,0.353715,0.266418,0.078809,0.087509,0.09919,0.075816,0.052613,0.062118,0.04399
0.339821,0.452123,0.452438,0.402703,0.649983,0.876842,0.877322,0.832888,0.573606,0.571408,0.618035,0.668674,0.430584,0.456985,0.408218,0.353673,0.270234,0.08084,0.089803,0.102318,0.075842,0.052563,0.062042,0.043951
0.343639,0.453903,0.454176,0.404117,0.646867,0.87374,0.874214,0.829765,0.571981,0.571346,0.6179,0.668062,0.430572,0.456961,0.40819,0.353635,0.273756,0.082877,0.092099,0.105385,0.075873,0.052514,0.061971,0.043916
0.34742,0.456049,0.45626,0.405936,0.643744,0.870633,0.871101,0.826639,0.570353,0.571245,0.617723,0.66746,0.430558,0.45694,0.408167,0.353603,0.276972,0.084909,0.094382,0.108365,0.075909,0.052467,0.061905,0.043884
0.351161,0.458561,0.458696,0.408169,0.640614,0.867521,0.867983,0.823511,0.568741,0.571094,0.617491,0.666865,0.430545,0.456924,0.408149,0.353577,0.279877,0.08692,0.096633,0.111228,0.07595,0.05242,0.061843,0.043855
0.354858,0.461432,0.461492,0.410817,0.63748,0.864405,0.86486,0.820379,0.567167,0.570874,0.617194,0.66627,0.430534,0.456914,0.408135,0.353559,0.282468,0.088894,0.098834,0.113946,0.075994,0.052373,0.061784,0.043831
0.358514,0.464651,0.464646,0.413876,0.634342,0.861286,0.861733,0.817244,0.565649,0.570573,0.61682,0.665668,0.430529,0.456909,0.408128,0.353549,0.284747,0.090815,0.100966,0.116491,0.076042,0.052327,0.061729,0.043809
0.362137,0.468201,0.468151,0.417333,0.631202,0.858164,0.858602,0.814107,0.564205,0.570176,0.616362,0.66505,0.430529,0.456909,0.408126,0.353546,0.286719,0.092664,0.103007,0.118834,0.076091,0.052281,0.061678,0.04379
0.365735,0.472064,0.471994,0.421169,0.628062,0.85504,0.855467,0.810966,0.562852,0.569673,0.615812,0.664407,0.430536,0.456914,0.408129,0.35355,0.288388,0.094424,0.104935,0.120952,0.076141,0.052236,0.061629,0.043774
0.369321,0.476222,0.476157,0.425363,0.624921,0.851912,0.852329,0.807821,0.561602,0.569058,0.615165,0.663731,0.43055,0.456924,0.408136,0.35356,0.289763,0.09608,0.106731,0.122822,0.076192,0.052192,0.061583,0.043759
0.372907,0.480655,0.48062,0.429887,0.62178,0.848782,0.849189,0.804674,0.560464,0.568326,0.614419,0.663016,0.430568,0.456935,0.408146,0.353574,0.290852,0.097616,0.108375,0.124427,0.076244,0.05215,0.06154,0.043746
0.376507,0.485344,0.48536,0.434716,0.618639,0.845649,0.846046,0.801525,0.559445,0.567479,0.613575,0.662255,0.43059,0.456948,0.408156,0.353591,0.291664,0.099018,0.10985,0.125754,0.076295,0.052109,0.061498,0.043732
0.380135,0.490271,0.490353,0.439821,0.615498,0.842514,0.842901,0.798373,0.558548,0.566521,0.612637,0.661446,0.430613,0.456961,0.408166,0.353607,0.292207,0.100276,0.111143,0.126796,0.076346,0.052071,0.061459,0.043718
0.383807,0.495419,0.495578,0.445178,0.612356,0.839375,0.839754,0.795219,0.557775,0.565459,0.611611,0.660586,0.430636,0.456972,0.408175,0.353623,0.292487,0.10138,0.112242,0.12755,0.076396,0.052034,0.061421,0.043704
0.387533,0.500776,0.501014,0.450761,0.609214,0.836235,0.836606,0.792063,0.557119,0.564303,0.610504,0.659678,0.430656,0.456981,0.408182,0.353636,0.29251,0.102324,0.113142,0.128018,0.076447,0.052,0.061385,0.043688
0.391327,0.506328,0.506644,0.45655,0.606072,0.833092,0.833457,0.788906,0.556575,0.563065,0.609325,0.658722,0.430673,0.456986,0.408185,0.353644,0.292279,0.103103,0.113841,0.128207,0.076497,0.051969,0.061349,0.043671
0.395196,0.512066,0.512453,0.462525,0.602929,0.829947,0.830308,0.785748,0.556131,0.561761,0.608085,0.657725,0.430684,0.456986,0.408185,0.353647,0.291796,0.103716,0.114339,0.128128,0.076547,0.05194,0.061314,0.043651
0.399148,0.517983,0.518431,0.468673,0.599786,0.826802,0.827159,0.78259,0.555777,0.560406,0.606797,0.656693,0.430689,0.456982,0.408181,0.353644,0.291062,0.104164,0.114643,0.127796,0.076598,0.051915,0.06128,0.04363
0.40319,0.524073,0.52457,0.474982,0.596644,0.823656,0.82401,0.779433,0.5555,0.559016,0.605475,0.655634,0.430687,0.456971,0.408172,0.353634,0.29008,0.104449,0.114763,0.127227,0.076648,0.051893,0.061245,0.043606
0.407326,0.530332,0.530868,0.481445,0.593504,0.820511,0.820862,0.776276,0.555288,0.557608,0.604136,0.65456,0.430679,0.456955,0.408159,0.353618,0.288851,0.104576,0.114708,0.126441,0.076699,0.051873,0.06121,0.043579
0.41156,0.536759,0.537322,0.488058,0.590365,0.817369,0.817716,0.773122,0.555126,0.556201,0.602796,0.653483,0.430663,0.456933,0.408141,0.353595,0.287377,0.104552,0.114493,0.125457,0.07675,0.051857,0.061174,0.04355
0.415893,0.543352,0.543932,0.494818,0.587229,0.814229,0.814572,0.769969,0.555001,0.554809,0.60147,0.652413,0.430641,0.456906,0.408119,0.353566,0.28566,0.104384,0.114132,0.124296,0.076803,0.051845,0.061137,0.043518
0.420327,0.550111,0.550699,0.501723,0.584096,0.811094,0.811429,0.766819,0.554898,0.553451,0.600174,0.651365,0.430613,0.456875,0.408094,0.353531,0.283704,0.10408,0.113639,0.122979,0.076856,0.051835,0.061099,0.043484
0.424863,0.557036,0.557622,0.508771,0.580968,0.807962,0.808288,0.763672,0.554802,0.55214,0.598924,0.650349,0.43058,0.45684,0.408064,0.35349,0.281512,0.103651,0.113027,0.121524,0.07691,0.051829,0.061061,0.043446
0.429502,0.564126,0.564701,0.515961,0.577844,0.804835,0.80515,0.760527,0.554699,0.550891,0.597733,0.649376,0.430541,0.456802,0.408031,0.353445,0.279088,0.103106,0.112312,0.119952,0.076965,0.051827,0.061021,0.043407
0.434247,0.57138,0.571935,0.523291,0.574724,0.801713,0.802012,0.757385,0.554579,0.549718,0.596613,0.648457,0.430499,0.456762,0.407995,0.353395,0.276439,0.102453,0.111505,0.118279,0.077021,0.051828,0.06098,0.043364
0.4391,0.578798,0.579323,0.530759,0.571608,0.798595,0.798876,0.754246,0.554433,0.548631,0.595576,0.647599,0.430454,0.456721,0.407955,0.353341,0.273573,0.101702,0.110619,0.116521,0.077078,0.051832,0.060938,0.04332
0.444065,0.586378,0.58686,0.538362,0.568496,0.795482,0.795741,0.751108,0.554256,0.547641,0.59463,0.646811,0.430406,0.456678,0.407912,0.353284,0.270498,0.100861,0.109663,0.114691,0.077137,0.051839,0.060895,0.043273
0.449148,0.594118,0.594545,0.546096,0.565388,0.792373,0.792606,0.747972,0.554046,0.546756,0.593783,0.646097,0.430357,0.456635,0.407865,0.353224,0.267224,0.099937,0.108647,0.112801,0.077197,0.051849,0.060852,0.043225
0.454353,0.602013,0.602372,0.553956,0.562281,0.789267,0.789471,0.744836,0.553804,0.545981,0.593042,0.645463,0.430305,0.456593,0.407815,0.353161,0.263765,0.098937,0.107578,0.110861,0.077259,0.05186,0.060809,0.043175
0.459688,0.610061,0.610336,0.561937,0.559177,0.786165,0.786336,0.741702,0.553531,0.54532,0.592408,0.644911,0.430254,0.456551,0.407763,0.353097,0.260133,0.097868,0.106462,0.108878,0.077321,0.051874,0.060765,0.043123
